identificador,nro_encuesta,zona,asentamiento,ciudad,tipo_formacion,tipo_formacion_otro,origen,origen_otro,poblador_mas_antiguo,poblador_mas_nuevo,superficie,numero_lotes,medida_lotes,numero_aprox_viviendas,numero_aprox_viviendas_precarias,numero_aprox_viviendas_precarias_otro,multiples_familias,tipo_propiedad,tipo_propiedad_fiscal,esta_loteada,plano_aprobado_muni,plano_aprobado_sas,conocimiento_adjudicacion,encargado_asignacion_lotes,encargado_asignacion_lotes_otros,ultima_salida_familia,desalojos,titulo_lotes,proceso_de_transferencia_titulos,razon_proceso_legalizacion,razon_proceso_legalizacion_otro,apoyo_organizacion,institucion_encargada_legalizacion,instucion_encargada_legalizacion_otro,legalizacion_etapa,legalizacion_etapa_otro,lotes_vendidos,lotes_vendidos_responsables,lotes_vendidos_precio,lotes_vendidos_destino,lotes_vendidos_destino_otro,excretas,escretas_otros,agua_tipo_provision,agua_tipo_conexion_regular,agua_tipo_provision_otro,agua_cantidad_familias,energia_tipo_provision,energia_cantidad_medidor,agua,agua_tiempo_tramites,agua_ano_obtencion,energia,energia_tiempo_tramites,energia_ano_obtencion,eliminacion_basura_tipo,eliminacion_basura_tipo_otro,cocina_metodo,cocina_metodo_otro,vias_acceso_material,vias_acceso_material_otro,caminos_material,caminos_material_otro,caminos_estado,calles_delimitadas_nombradas,calles_delimitadas_nombradas_otro,alumbrado_publico,alumbrado_publico_otro,alumbrado_publico_extension,alumbrado_publico_extension_otro,ong_asistencia,ong_proyectos,ong_familias_beneficiadas,ong_inicio_trabajos,programas_viviendas,programas_viviendas_lista,programas_viviendas_tipo,comision_vecinal,cooperativa,comedores,junta_saneamiento,guarderias,otras_organizaciones_asentamiento,ninguna_organizacion,comision_vecinal_participantes,organizacion_social_otro,comision_vecinal_eleccion_mecanismo,ribera_rio,arroyo,cerro,basurero,lineas_alta_tension,barrio_residencial,barranco,cantera,humedales,fabricas,ruta,lugares_cercanos_otro,distanica_comisaria,distancia_fiscalia_barrial,distancia_puesto_salud,distancia_hospital_publico,distancia_escuela_publica,distancia_escuela_privada,distancia_colegio_nacional,distancia_universidad,distancia_instituto_tecnico,distancia_transporte_publico,distancia_supermercado,distancia_centro_comunitario,distancia_cancha_deportiva,distancia_iglesia,distancia_zona_verde,distancia_comite_politico,obs_generales_lugar,problema_violencia,problema_desempleo,problema_drogadiccion,problema_educacion,problema_agua_potable,problema_salud,problema_falta_energia,problema_eliminacion_basura,problema_camino,problema_union_vecinos,problema_otro,aspectos_positivos,observaciones_grales,datos_adjuntos,asentamiento_intervenido_techo
53,601,,espiritu santo,limpio,migracion por factores economicos,,mediante una asociacion social,,2007,menos de 1 año,30000,88,276,100,10,,no,sas,,si,si,si,si,h,"comisión vecinal, SAS",,no,si,,,en proceso,no,,,en tramite con la sas,Una vez pagado el lote se le entrega el titulo,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,aguateria privada,,100,ANDE,80,si,mas de un año,,si,entre 3 y 6 meses,,tira y quema,,gas,,ripio,,ripio,,regular,no,,provistos por el estado,,en todas las calles del asentamiento,,si,apoyo escolar,todas,1 año,si,senavitat,tekopora,si,si,no,no,no,,no,30,,votacion,no,no,no,no,no,si,no,si,si,no,no,,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),,,,,,,,,,2,1,basurero,,,,Programa de Vivienda
52,64,4,el progreso,limpio,migracion por factores economicos,,ocupacion de tierras cedidas por el estado,,2009,menos de 1 año,20000,54,300,44,40,,no,sas,,si,no,en proceso,si,sas,,de 3 a 6 meses,no,si,,,en proceso,si,sas,,en tramite con la sas,,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,,,comunitario se estira de villa don bosco. algunas personas tienen agua con la bateria privada,50,irregular,,no,,,no,,,tira y quema,,leña y carbón,,tierra,,tierra,,regular,únicamente en la calle principal del barrio,,no,,,,no,,,,no,,,si,no,no,no,no,,no,30,,por asamblea,no,no,no,no,si,no,no,si,si,no,no,,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),dentro del asentamiento,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,,,,1,,2,,,,,es un lugar tranquilo se manejn y se respetan con reglamentos internos,,,no
51,494,,el peñon,limpio,migracion por factores economicos,,ocupacion de tierras cedidas por el estado,,2010,entre 2 y 3 años,3700,81,300,81,20,,si,sas,,si,si,si,si,comision vecinal,,1 año,no,si,,,en proceso,no,,,en tramite con la sas,,no,,,,,inodoro conectado a fosa septica,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",aguateria privada,70,ANDE,100,no,,,no,,,tira y quema,,leña y carbón,,,,,,,no,,,,,,si,"curso de oficio, apoyo escolar,arovia, techo",81,"techo 3 años, aravia un años",si,"senavitat, fonavit, techo","tekopora, abrazo",si,no,no,no,no,mesa de trabajo,no,40,,votacion anual,no,no,no,no,no,no,no,no,si,no,si,,a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),hay un canal hay mucha humedal cuando llueve se inundo,,,,,1,,,3,2,,,union y organización de los vecinos,,,Programa de Vivienda
50,158,21,divino niño jesus 2,limpio,migracion por factores economicos,,ocupacion ilegal,,2006,entre 2 y 3 años,,137,240,137,34,,si,sas,,si,si,si,ns/nr,comision vecinal,,mas de 2 años,no,si,,,,si,,,finalizando,,,,,,,,algunos cuentan con baños modernos otros no,pozo comunal,,,100,ANDE,100,si,entre 6 meses y un año,,si,entre 6 meses y un año,,tira y quema,,gas,,tierra,,tierra,,regular,no,,hechos por los vecinos,,en todas las calles del asentamiento,,no,,,,no,,programa de apoyo escolar para chicos,si,no,no,no,no,,no,60,,asamblea,si,no,no,no,si,no,no,si,si,no,no,,entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),dentro del asentamiento,,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),,,mas de 50 cuadras(+5 km),,dentro del asentamiento,mas de 50 cuadras(+5 km),dentro del asentamiento,,,,,,,,,,,1,,,trtanquilidad y union entre vecinos,,,Programa de Vivienda
49,170,9,carmen soler,limpio,migracion por factores economicos,,ocupacion de tierras cedidas por el estado,,2007,menos de 1 año,110860,234,300,234,70,,no,sas,,si,si,si,si,comision vecinal,,1 año,no,si,,,"las familias tienen contrato firmado con la sas, sería como un título provisorio",si,sas,,finalizando,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo comunal,,,100,irregular,,si,entre 6 meses y un año,,no,,,tira y quema,,leña y carbón,,tierra,,tierra,,regular,no,,provistos por el estado,,en todas las calles del asentamiento,,si,"construccion, vivienda social, apoyo escolar",80,4 años,si,fonavis,cualquiera que beneficie a la comunidad,si,no,no,no,no,,no,50,,por votación de los vecinos,no,no,no,si,si,no,no,si,si,no,no,,a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),,1,,2,,3,,,,4,,,"solidaridad, tolerancia, compañerismo.",,,Mesa de Trabajo y Programa de Vivienda
48,495,,capitan cue,limpio,migracion por factores economicos,,ocupacion ilegal,,2001,entre 2 y 3 años,,,120,50,20,,no,privada,,no,no,no,no,invalid,,mas de 2 años,no,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,,no existe proceso,si,persona encargada,más de 500.000Gs,para uso particular del vendedor,,inodoro conectado a fosa septica,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",aguateria privada,100,ANDE,20,si,entre 1 a 3 meses,,no,,,tira y quema,,gas,,tierra,,tierra,,regular,en algunas de las calles del barrio,,provistos por el estado,,en algunas de las calles del asentamiento,,no,,,,no,,todos,no,no,no,no,no,,no,,,,no,no,no,no,no,no,no,no,no,no,no,,entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),,,1,,4,,2,,3,,,,espacios verdes,,,no
47,149,12,caacupemi,limpio,migracion por factores economicos,,ocupacion de tierras cedidas por el estado,,1995,menos de 1 año,,15,360,33,33,,si,privada,,si,si,ns/nr,si,h,Inmobiliaria,mas de 2 años,si,si,,,en proceso,no,,,iniciando,,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo comunal,,,80,irregular,,si,mas de un año,,no,,,tira y quema,,leña y carbón,,asfalto,,tierra,,regular,no,,provistos por el estado,,en algunas de las calles del asentamiento,,no,,,,no,,techo,no,no,no,no,no,apoyo escolar,no,,,,si,no,si,no,si,no,si,si,no,no,si,,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),dentro del asentamiento,dentro del asentamiento,mas de 50 cuadras(+5 km),,,2,4,1,,3,,6,5,,,la iglesia y el apoyo escolar,,,no
46,160,3,caacupemi,limpio,migracion por factores economicos,,ocupacion ilegal,,2003,menos de 1 año,19504,33,308,60,0,,si,privada,,no,si,no,no,cooperativa/banco,,no hubo abandono,si,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,,"se esta iniciando, pero no esta resultando",si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,aguateria privada,,90,irregular,,si,entre 1 y 3 meses,,si,entre 3 y 6 meses,,tira y quema,,leña y carbón,,tierra,,tierra,,malo,no,,provistos por el estado,,únicamente en la calle principal,,no,,,,no,,,si,no,no,no,no,,no,26,,votacion,no,no,no,no,no,no,no,no,no,si,no,,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),,,3,4,5,,2,1,6,,,,"union entre vecinos, tranquilidad, seguridad",,,no
45,602,,bosque 2,limpio,migracion por factores economicos,,e,conomst,2009,menos de 1 año,,102,300,100,50,,si,sas,,si,si,si,si,un miembro del asentamiento,,mas de 2 años,si,si,,desconocimiento del proceso,,no,,,finalizando,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo comunal,,,100,ANDE,10,si,mas de un año,,no,,,servicio de recolección pagado,,,,ripio,,ripio,,regular,únicamente en la calle principal del barrio,,provistos por el estado,,en algunas de las calles del asentamiento,,si,senavitat,50,2 años,si,senavitat,,no,no,no,no,no,,si,30,,se hizo elecciones,no,no,no,si,si,si,si,no,no,no,no,,entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),entre 31 y 50 cuadras (3-5 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),hay lineas de alta teension cerca,1,2,3,,,,,,,,,,,,no
44,603,,bosque 1,limpio,migracion por factores economicos,,e,organización mst,2005,entre 5 y 10 años,75000,145,300,145,45,,si,sas,,si,si,si,si,comision vecinal,,mas de 2 años,no,si,,,en proceso,no,indi,,finalizando,,no,,,,,inodoro conectado a fosa septica,,conexión regular,aguateria privada,,70,ANDE,100,si,5,,si,entre 6 meses y un año,,servicio de recolección pagado,,leña y carbón,,,,,,,únicamente en la calle principal del barrio,,hechos por los vecinos,,en algunas de las calles del asentamiento,,si,donacion de taiwan para construccion de casas,100,8,no,,tekopora,si,no,no,no,no,,no,30,,asamblea general,no,no,no,si,si,si,no,no,si,si,no,,entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),"las calles no se encuentran en un buen estado, tienen que caminar mucho para tomar un bus (2km) hay drogadiccion y violencia",2,,3,,,,,,1,,,unidad entre los vecinos,,,no
43,427,1,barcelona cuarta fase,limpio,migracion por factores economicos,,ns/nr,,2006,menos de 1 año,100000,150,360,150,140,,no,sas,,si,si,si,si,comision vecinal,,de 3 a 6 meses,no,si,,ya se ha intentado legalizar y no se ha dado resultado,,si,municipalidad,,iniciando,,si,los propios vecinos,más de 100.000Gs,para uso particular del vendedor,,,letrina,conexión regular,aguateria privada,,100,irregular,,si,mas de un año,,no,,,tira y quema,,gas,,tierra,,tierra,,malo,no,,no,,,,si,"caminos, canaletas",todas,1 año,no,,cualquiera que sea a beneficio de la comunidad,si,no,no,no,no,,no,50,,"votacion de los vecinos, regulada por la municipalidad",no,no,no,no,no,no,si,no,si,no,no,,entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),,,4,5,,2,1,,,3,,,solaridad y tolerancia,,,no
42,164,6,a/s 7,limpio,migracion por factores economicos,,ocupacion de tierras cedidas por el estado,,1992,menos de 1 año,,,,0,0,,si,municipal,,no,si,no,si,un miembro del asentamiento,,mas de 2 años,no,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,,no se puede legalizar,no,,,,,no tiene,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",,30,irregular,,no,,,no,,,tira y quema,,leña y carbón,,tierra,,tierra,,malo,únicamente en la calle principal del barrio,,no,,,,no,,,,no,,"habitat, senavitad",no,no,no,no,no,,si,,,,no,si,no,no,no,no,no,no,si,si,no,,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),dentro del asentamiento,mas de 50 cuadras(+5 km),las inundaciones desbordan los terrenos.,,3,2,,,1,,5,4,,,union entre los vecinos de la zona.,,,no
41,138,,a/s 6,limpio,f,necesidad,ocupacion de tierras cedidas por el estado,,1998,entre 5 y 10 años,,9,,9,5,,si,municipal,,no,si,,no,propietario o particular,,mas de 2 años,no,si,,,en proceso,no,,,,en proceso,si,los propios vecinos,ns/nr,para uso particular del vendedor,,,,pozo privado,conexion regular,essap,99,irregular,,si,5,,no,,,tira y quema,,leña y carbón,,tierra,,tierra,,malo,en algunas de las calles del barrio,,provistos por el estado,,únicamente en la calle principal,,no,,,,no,,lo que venga le interesa,no,no,no,no,no,,si,,,,no,si,no,no,si,no,no,no,si,no,no,,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),cuentan con un arroyo que esta cruzando la zona,,,,,,2,,,,1,viviendas y baños,seapoyan entre si,,,no
40,146,9,8 de diciembre,limpio,migracion por factores economicos,,mediante una asociacion social,,2010,entre 2 y 3 años,30000,34,360,34,32,,si,privada,,si,en proceso,no,si,comision vecinal,,1 año,no,si,,,en proceso,si,municipalidad,,iniciando,,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",,100,irregular,,si,mas de un año,,no,,,tira y quema,,gas,,tierra,,tierra,,regular,no,,no,,,,no,,,,no,,"techo, fonavis",si,no,si,no,no,,no,34,,votacion,no,no,no,si,no,no,no,no,no,no,no,,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),,,2,,,,1,3,4,,,,"union entre los vecinos, solidaridad.",,,no
39,273,,4c,limpio,f,compra de lotes,ocupacion de tierras cedidas por el estado,,2007,entre 2 y 3 años,38500,107,360,30,12,,no,privada,,si,en proceso,ns/nr,ns/nr,h,"nadie, solo los originarios",no hubo abandono,no,si,,,conflicto con la municipalidad de luque,no,,,en tramite con la sas,,si,ns/nr,ns/nr,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,pozo comunal,,100,ANDE,100,si,entre 1 y 3 meses,,si,mas de un año,,tira y quema,,leña y carbón,,asfalto,,tierra,,bueno,no,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,techo ' abrazos,si,no,no,si,no,,no,30,,solo los vecinos se reunen y votan en secreto c año sin apoyo,no,si,no,no,no,no,no,no,si,si,no,,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),la muni de luque quiere desalojarles pero la de limpio no,,2,,3,,,,5,4,1,terrenos,vecinos se apoyan para el bien de la comunidad,,,no
38,155,18,24 de mayo,limpio,reubicacion,,ocupacion ilegal,,2015,ns/nr,,,,0,0,,no,privada,,no,si,,no,comision vecinal,,no hubo abandono,no,si,,desconocimiento del proceso,,no,,,,aun no inició,si,los propios vecinos,ns/nr,ns/nr,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo privado,,,100,irregular,,si,mas de un año,,no,,,tira y quema,,,,ripio,,tierra,,malo,no,,no,,,,no,,,,no,,les gustaria trabajar con techo,si,no,no,no,no,,no,20,,por votacion,no,no,no,si,no,no,no,si,no,si,no,,a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),dentro del asentamiento,mas de 50 cuadras(+5 km),problematicas con la basura,,4,5,,,,1,2,3,,,,,,no
37,604,,19 de junio,limpio,migracion por factores economicos,,ocupacion ilegal,,2008,menos de 1 año,116000,248,360,160,140,,si,privada,,si,si,ns/nr,ns/nr,un miembro del asentamiento,,1 año,si,si,,,,no,,propietario,,,,persona encargada,ns/nr,ns/nr,,"cajon sobre aseguias, canales, otros",,conexion irregular,,,40,irregular,,no,,,no,,,tira y quema,,leña y carbón,,tierra,,tierra,,malo,no,,no,,,,no,,,,no,,todos,si,no,no,no,no,,no,100 personas,,votacion c/ año,no,no,no,no,no,no,si,no,no,no,no,,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,dentro del asentamiento,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),,3,2,4,1,5,6,7,8,9,,falta de union entre vecinos,union entre vecinos y organización,,,no
36,126,3,villa san cayetano,fdo de la mora,migracion por factores economicos,,ocupacion ilegal,,1994,entre 2 y 3 años,10000,37,96,37,5,,si,municipal,,si,si,no,ns/nr,un miembro del asentamiento,,de 3 a 6 meses,no,no,4 a 6 años,ya se ha intentado legalizar y no se ha dado resultado,,no,,,,paralizado,si,los propios vecinos,ns/nr,ns/nr,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexion irregular,,,100,irregular,15,si,entre 1 a 3 meses,,si,4,,servicio de recolección pagado,,gas,,,,,,regular,únicamente en la calle principal del barrio,,provistos por el estado,,,en cada esquina,si,con la municipalidad hicieron la guarderia,"los que tienen hijos (hasta 20 chicos, 50 comedor)",1997,si,,senavitat,no,no,si,no,si,,no,12,,por votacion a travez de la justicia electoral,no,no,no,no,no,no,no,no,no,no,no,canal,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),agua contaminada del canal,,1,2,,,3,,,,4,canal,no hay tanta violencia (se puede salir por la noche),,,no
35,119,1,villa del sur,fdo de la mora,migracion por factores economicos,,ocupacion de tierras cedidas por el estado,,invalid,menos de 1 año,,69,,75,4,,si,municipal,,si,si,no,si,comision vecinal,,1 año,no,no,4 a 6 años,invalid,,si,municipalidad,,finalizando,,si,los propios vecinos,mas de 1.000.000,para uso particular del vendedor,,inodoro conectado a fosa septica,,conexión regular,conexion regular,,100,ANDE,100,si,entre 1 a 3 meses,,si,entre 3 y 6 meses,,servicio de recolección pagado,,gas,,,,,,regular,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,si,,"oficios, ayuda a madres solteras",si,no,no,no,no,,no,,,votacion,no,no,no,no,no,no,no,no,no,si,no,cementerio,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),dentro del asentamiento,mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),dentro del asentamiento,a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),,,1,,,,3,,,,2,raudal,cooperativismoentre vecinos en situaciones de emergencia,,,no
